,state,statenum,legyear,percent5,Rperc,marginshift,rmarginshift,minwage,standmin,marginshift.10,rmarginshift.10,tax,standtax,standtaxlag1,indtax,taxdrop,labor,gverif,policy,landuse,occ,ocourts2,Frtp,frps,frent,findex,knpindex,kpacs,nlabel,nprice,nunfair,banstate,bancorp,bancorpunion,deepsouth,postcit
1,AK,28,1980,NA,NA,NA,NA,3.6,0.927536232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0
2,AK,28,1981,NA,NA,NA,NA,3.85,0.891304348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0
3,AK,28,1982,NA,NA,NA,NA,3.85,0.891304348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0
4,AK,28,1983,NA,NA,NA,NA,3.85,0.891304348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0
5,AK,28,1984,NA,NA,NA,NA,3.85,0.891304348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0
6,AK,28,1985,NA,NA,NA,NA,3.85,0.891304348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0
7,AK,28,1986,NA,NA,NA,NA,3.85,0.891304348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0
8,AK,28,1987,NA,NA,NA,NA,3.85,0.891304348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0
9,AK,28,1988,NA,NA,NA,NA,3.85,0.891304348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0
10,AK,28,1989,NA,NA,NA,NA,3.85,0.891304348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0
11,AK,28,1990,10,51.25,0.076269203,-0.009299506,4.3,0.826086957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0
12,AK,28,1991,12.5,46.25,0.048911091,0.048911091,4.75,0.760869565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0
13,AK,28,1992,12.5,46.25,0.048911091,0.048911091,4.75,0.760869565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0
14,AK,28,1993,11.25,47.5,0.061225538,-0.057668024,4.75,0.760869565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0
15,AK,28,1994,11.25,47.5,0.061225538,-0.057668024,4.75,0.760869565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0
16,AK,28,1995,8.75,57.5,0.08703807,-0.08703807,4.75,0.760869565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0
17,AK,28,1996,8.75,57.5,0.08703807,-0.08703807,4.75,0.760869565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0
18,AK,28,1997,12.5,63.75,0.125522391,-0.125522391,5.25,0.688405797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0
19,AK,28,1998,12.5,63.75,0.125522391,-0.125522391,5.65,0.630434783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0
20,AK,28,1999,6.25,66.25,0.133850109,-0.133850109,5.65,0.630434783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0
21,AK,28,2000,6.25,66.25,0.133850109,-0.133850109,5.65,0.630434783,NA,NA,-9.4,0.216666667,NA,0,0,0.419043242,0,0.583655445,0.505387158,0.416666667,1.559201,0,0,0,0,2,0.5,0,0,0,1,0,1,0,0
22,AK,28,2001,6.25,68.75,0.174721335,-0.174721335,5.65,0.630434783,NA,NA,-9.4,0.216666667,0.216666667,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0
23,AK,28,2002,6.25,68.75,0.174721335,-0.174721335,7.15,0.413043478,NA,NA,-9.4,0.216666667,0.216666667,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0
24,AK,28,2003,17.5,61.25,0.153143731,-0.153143731,7.15,0.413043478,NA,NA,-9.4,0.216666667,0.216666667,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0
25,AK,28,2004,17.5,61.25,0.153143731,-0.153143731,7.15,0.413043478,NA,NA,-9.4,0.216666667,0.216666667,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0
26,AK,28,2005,16.64473684,61.44736842,0.147276402,-0.147276402,7.15,0.413043478,NA,NA,-9.4,0.216666667,0.216666667,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0
27,AK,28,2006,16.64473684,61.44736842,0.147276402,-0.147276402,7.15,0.413043478,NA,NA,-9.4,0.216666667,0.216666667,0,0,0.325698504,0,0.67914988,0.587822632,0.416666667,1.901828,0,0,0,1.5,2,0.5,0,0,0,1,0,1,0,0
28,AK,28,2007,3.75,56.25,0.125317576,-0.125317576,7.15,0.413043478,NA,NA,-9.4,0.216666667,0.216666667,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0
29,AK,28,2008,3.75,56.25,0.125317576,-0.125317576,7.15,0.413043478,NA,NA,-9.4,0.216666667,0.216666667,0,0,0.461114886,0,0.743910976,0.340516211,0.5,2.166778,0,0,0,1.5,2,0.5,0,0,0,1,0,1,0,0
30,AK,28,2009,8.75,52.5,0.045195798,-0.008528256,7.25,0.398550725,NA,NA,-9.4,0.216666667,0.216666667,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0
31,AK,28,2010,8.75,52.5,0.045195798,-0.008528256,7.75,0.326086957,NA,NA,-9.4,0.216666667,0.216666667,0,0,0.432027032,0,0.846658043,0.340516211,0.583333333,2.030497,0,0,0,1.5,2,1,0,0,0,1,0,1,0,1
32,AK,28,2011,3.75,55,0.141364732,-0.104697191,7.75,0.326086957,NA,NA,-9.4,0.216666667,0.216666667,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1
33,AK,28,2012,3.75,55,0.141364732,-0.104697191,7.75,0.326086957,NA,NA,-9.4,0.216666667,0.216666667,0,0,0.434567353,0,0.851936585,0.340516211,0.583333333,2.618436,0,0,0,1.5,2,1,0,0,0,1,0,1,0,1
34,AK,28,2013,8.881578948,65.46052632,0.250150132,-0.250150132,7.75,0.326086957,NA,NA,-9.4,0.216666667,0.216666667,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1
35,AK,28,2014,8.881578948,65.46052632,0.250150132,-0.250150132,7.75,0.326086957,NA,NA,-9.4,0.216666667,0.216666667,0,0,0.385980893,0,0.852184873,0.340516211,0.583333333,2.646091,0,0,0,1.5,2,1,0,0,0,1,0,1,0,1
36,AK,28,2015,2.5,64.16666667,0.211722799,-0.211722799,8.75,0.18115942,NA,NA,-9.4,0.216666667,0.216666667,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1
37,AK,28,2016,NA,NA,NA,NA,7.25,0.398550725,NA,NA,-9.4,0.216666667,0.216666667,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1
38,AK,28,2017,NA,NA,NA,NA,NA,NA,NA,NA,-9.4,0.216666667,0.216666667,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1
39,AL,1,1980,NA,NA,NA,NA,3.1,1,0.210170968,0.210170968,NA,NA,0.216666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0
40,AL,1,1981,NA,NA,NA,NA,3.35,0.963768116,0.210170968,0.210170968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0
41,AL,1,1982,NA,NA,NA,NA,3.35,0.963768116,0.210170968,0.210170968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0
42,AL,1,1983,NA,NA,NA,NA,3.35,0.963768116,0.210170968,0.210170968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0
43,AL,1,1984,NA,NA,NA,NA,3.35,0.963768116,0.210170968,0.210170968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0
44,AL,1,1985,NA,NA,NA,NA,3.35,0.963768116,0.210170968,0.210170968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0
45,AL,1,1986,NA,NA,NA,NA,3.35,0.963768116,0.210170968,0.210170968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0
46,AL,1,1987,NA,NA,NA,NA,3.35,0.963768116,0.210170968,0.210170968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0
47,AL,1,1988,NA,NA,NA,NA,3.35,0.963768116,0.210170968,0.210170968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0
48,AL,1,1989,NA,NA,NA,NA,3.35,0.963768116,0.210170968,0.210170968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0
49,AL,1,1990,4.285714286,14.76190477,0.999217917,0.999217917,3.8,0.898550725,0.210170968,0.210170968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0
50,AL,1,1991,3.333333334,18.57142857,0.516221701,0.516221701,4.25,0.833333333,0.210170968,0.210170968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0
51,AL,1,1992,3.333333334,18.57142857,0.516221701,0.516221701,4.25,0.833333333,0.210170968,0.210170968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0
52,AL,1,1993,3.333333334,18.57142857,0.516221701,0.516221701,4.25,0.833333333,0.210170968,0.210170968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0
53,AL,1,1994,3.333333334,18.57142857,0.516221701,0.516221701,4.25,0.833333333,0.210170968,0.210170968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0
54,AL,1,1995,8.095238096,31.90476191,0.247003925,0.247003925,4.25,0.833333333,0.210170968,0.210170968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0
55,AL,1,1996,8.095238096,31.90476191,0.247003925,0.247003925,4.25,0.833333333,0.210170968,0.210170968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0
56,AL,1,1997,8.095238096,31.90476191,0.247003925,0.247003925,4.75,0.760869565,0.210170968,0.210170968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0
57,AL,1,1998,8.095238096,31.90476191,0.247003925,0.247003925,5.15,0.702898551,0.210170968,0.210170968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0
58,AL,1,1999,10,32.85714286,0.230264343,0.230264343,5.15,0.702898551,0.210170968,0.210170968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0
59,AL,1,2000,10,32.85714286,0.230264343,0.230264343,5.15,0.702898551,0.210170968,0.210170968,-5,0.583333333,NA,5,0,0.900649626,0,0.159785607,0.505387158,0.166666667,-3.190641,0,0,0,0,0,0,0,-1,0,0,0,0,1,0
60,AL,1,2001,10,32.85714286,0.230264343,0.230264343,5.15,0.702898551,0.210170968,0.210170968,-5,0.583333333,0.583333333,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0
61,AL,1,2002,10,32.85714286,0.230264343,0.230264343,5.15,0.702898551,0.210170968,0.210170968,-5,0.583333333,0.583333333,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0
62,AL,1,2003,4.285714286,33.80952381,0.22890726,0.22890726,5.15,0.702898551,0.210170968,0.210170968,-5,0.583333333,0.583333333,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0
63,AL,1,2004,4.285714286,33.80952381,0.22890726,0.22890726,5.15,0.702898551,0.210170968,0.210170968,-6.5,0.458333333,0.583333333,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0
64,AL,1,2005,4.285714286,33.80952381,0.22890726,0.22890726,5.15,0.702898551,0.210170968,0.210170968,-6.5,0.458333333,0.458333333,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0
65,AL,1,2006,4.285714286,33.80952381,0.22890726,0.22890726,5.15,0.702898551,0.210170968,0.210170968,-6.5,0.458333333,0.458333333,5,0,0.900649626,0,0.291836144,0.711475842,0.166666667,-2.636472,0,0,0,3.75,0,0,0,-1,0,0,0,0,1,0
66,AL,1,2007,5.238095238,37.61904762,0.210170968,0.210170968,5.85,0.601449275,0.210170968,0.210170968,-6.5,0.458333333,0.458333333,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0
67,AL,1,2008,5.238095238,37.61904762,0.210170968,0.210170968,6.55,0.5,0.210170968,0.210170968,-6.5,0.458333333,0.458333333,5,0,0.900649626,0,0.291924793,0.711475842,0.166666667,-2.626598,0,0,0,3.75,0,0,0,-1,0,0,0,0,1,0
68,AL,1,2009,5.238095238,37.61904762,0.210170968,0.210170968,7.25,0.398550725,0.210170968,0.210170968,-6.5,0.458333333,0.458333333,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0
69,AL,1,2010,5.238095238,37.61904762,0.210170968,0.210170968,7.25,0.398550725,0.210170968,0.210170968,-6.5,0.458333333,0.458333333,5,0,0.900649626,0,0.32684364,0.711475842,0.25,-2.597418,0,0,0,3.75,0,0.5,0,-1,0,0,0,0,1,1
70,AL,1,2011,8.095238095,60.95238096,0.10912184,-0.10912184,7.25,0.398550725,0.210170968,0.210170968,-6.5,0.458333333,0.458333333,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1
71,AL,1,2012,8.095238095,60.95238096,0.10912184,-0.10912184,7.25,0.398550725,0.210170968,0.210170968,-6.5,0.458333333,0.458333333,5,0,0.900649626,-1,0.399061576,0.711475842,0.25,-2.27394,0,0,0,3.75,0,0.5,0,-1,0,0,0,0,1,1
72,AL,1,2013,8.095238095,60.95238096,0.10912184,-0.10912184,7.25,0.398550725,0.210170968,0.210170968,-6.5,0.458333333,0.458333333,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1
73,AL,1,2014,8.095238095,60.95238096,0.10912184,-0.10912184,7.25,0.398550725,0.210170968,0.210170968,-6.5,0.458333333,0.458333333,5,0,0.900649626,-1,0.400554517,0.464169421,0.25,-2.107652,0,0,0,3.75,0,0.5,0,-1,0,0,0,0,1,1
74,AL,1,2015,6.190476191,71.42857143,0.40014315,-0.40014315,7.25,0.398550725,0.210170968,0.210170968,-6.5,0.458333333,0.458333333,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1
75,AL,1,2016,NA,NA,NA,NA,7.25,0.398550725,0.210170968,0.210170968,-6.5,0.458333333,0.458333333,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1
76,AL,1,2017,NA,NA,NA,NA,NA,NA,NA,NA,-6.5,0.458333333,0.458333333,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1
77,AR,2,1980,NA,NA,NA,NA,3.1,1,1,1,NA,NA,0.458333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
78,AR,2,1981,NA,NA,NA,NA,3.35,0.963768116,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
79,AR,2,1982,NA,NA,NA,NA,3.35,0.963768116,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
80,AR,2,1983,NA,NA,NA,NA,3.35,0.963768116,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
81,AR,2,1984,NA,NA,NA,NA,3.35,0.963768116,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
82,AR,2,1985,NA,NA,NA,NA,3.35,0.963768116,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
83,AR,2,1986,NA,NA,NA,NA,3.35,0.963768116,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
84,AR,2,1987,NA,NA,NA,NA,3.35,0.963768116,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
85,AR,2,1988,NA,NA,NA,NA,3.35,0.963768116,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
86,AR,2,1989,NA,NA,NA,NA,3.35,0.963768116,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
87,AR,2,1990,0,11.21428572,1,1,3.8,0.898550725,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
88,AR,2,1991,1,10.21428572,1,1,4.25,0.833333333,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
89,AR,2,1992,1,10.21428572,1,1,4.25,0.833333333,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
90,AR,2,1993,3.428571429,10.71428572,1,1,4.25,0.833333333,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
91,AR,2,1994,3.428571429,10.71428572,1,1,4.25,0.833333333,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
92,AR,2,1995,4.928571429,14.57142857,1,1,4.25,0.833333333,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
93,AR,2,1996,4.928571429,14.57142857,1,1,4.75,0.760869565,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
94,AR,2,1997,6.285714286,13.64285715,1,1,5.15,0.702898551,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
95,AR,2,1998,6.285714286,13.64285715,1,1,5.15,0.702898551,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
96,AR,2,1999,7.285714286,19.14285715,0.739733629,0.739733629,5.15,0.702898551,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
97,AR,2,2000,7.285714286,19.14285715,0.739733629,0.739733629,5.15,0.702898551,1,1,-6.5,0.458333333,NA,7,0,0.880142157,0,0.20380881,0.629040369,0.208333333,-2.53341,0,0,0,2.25,0.5,0,0,-1,-1,0,0,0,0,0
98,AR,2,2001,3.357142857,27.85714286,1,1,5.15,0.702898551,1,1,-6.5,0.458333333,0.458333333,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
99,AR,2,2002,3.357142857,27.85714286,1,1,5.15,0.702898551,1,1,-6.5,0.458333333,0.458333333,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
100,AR,2,2003,6.785714286,26.42857143,0.777399631,0.777399631,5.15,0.702898551,1,1,-6.5,0.458333333,0.458333333,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
101,AR,2,2004,6.785714286,26.42857143,0.777399631,0.777399631,5.15,0.702898551,1,1,-6.5,0.458333333,0.458333333,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
102,AR,2,2005,7.316017316,25.56998557,0.999740209,0.999740209,5.15,0.702898551,1,1,-6.5,0.458333333,0.458333333,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
103,AR,2,2006,7.316017316,25.56998557,0.999740209,0.999740209,5.15,0.702898551,1,1,-6.5,0.458333333,0.458333333,7,0,0.880142157,0,0.2312518,0.505387158,0.291666667,0.5232682,0,0,0,0,0.5,0.5,0,-1,-1,0,0,0,0,0
104,AR,2,2007,4.428571429,23.92857143,1,1,6.25,0.543478261,1,1,-6.5,0.458333333,0.458333333,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
105,AR,2,2008,4.428571429,23.92857143,1,1,6.55,0.5,1,1,-6.5,0.458333333,0.458333333,7,0,0.880142157,0,0.232738792,0.505387158,0.291666667,0.6888936,0,0,0,0,0.5,0.5,0,-1,-1,0,0,0,0,0
106,AR,2,2009,1.5,25.42857143,1,1,7.25,0.398550725,1,1,-6.5,0.458333333,0.458333333,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
107,AR,2,2010,1.5,25.42857143,1,1,7.25,0.398550725,1,1,-6.5,0.458333333,0.458333333,7,0,0.880142157,0,0.264687723,0.505387158,0.375,0.3872758,0,0,0,0,0.5,0.5,0,-1,-1,0,0,0,0,1
108,AR,2,2011,2.5,43.92857143,0.576140657,0.576140657,7.25,0.398550725,1,1,-6.5,0.458333333,0.458333333,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1
109,AR,2,2012,2.5,43.92857143,0.576140657,0.576140657,7.25,0.398550725,1,1,-6.5,0.458333333,0.458333333,7,0,0.880142157,0,0.337445227,0.505387158,0.375,0.7708525,0,0,0,0,0.5,0.5,0,-1,-1,0,0,0,0,1
110,AR,2,2013,12.07142857,55.5,0.0653802,-0.0653802,7.25,0.398550725,1,1,-6.5,0.458333333,0.458333333,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1
111,AR,2,2014,12.07142857,55.5,0.0653802,-0.0653802,7.25,0.398550725,1,1,-6.5,0.458333333,0.458333333,7,0,0.862594515,0,0.477214456,0.505387158,0.375,0.8980245,0,0,0,0,0.5,0.5,0,-1,-1,0,0,0,0,1
112,AR,2,2015,8.214285715,66.78571429,0.160534304,-0.160534304,7.5,0.362318841,1,1,-6.5,0.458333333,0.458333333,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1
113,AR,2,2016,NA,NA,NA,NA,8,0.289855072,1,1,-6.5,0.458333333,0.458333333,6.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1
114,AR,2,2017,NA,NA,NA,NA,NA,NA,NA,NA,-6.5,0.458333333,0.458333333,6.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1
115,AZ,29,1980,NA,NA,NA,NA,3.1,1,0.050914699,-0.050914699,NA,NA,0.458333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0
